id,name,description,address,city,state,zip_code,phone,email,website,services,state_abbreviation,business_description
73,Integrated Solar Applications Corp.,"Description of business, products, or services offered: Solar PV, Geothermal, Heat Pumps, Batteries/Energy Storage, Integrated Systems, Community Solar","121, Spring Tree Rd, Brattleboro, VT, 05301",Brattleboro,VT,5301,18022577493,info@isasolar.com,https://isasolar.com,"[""Description of business, products, or services offered: Solar PV, Geothermal, Heat Pumps, Batteries/Energy Storage, Integrated Systems, Community Solar""]",VT,
74,"Advanced Electric, LLC","Residential, industrial, and commercial electrical services, full-service electrical layout, design, wiring and installation/upgrades, emergency power solutions (generators) and other electrical needs.","P.O. Box 2221, Fond du Lac, WI, 54936",Fond du Lac,WI,54936,19209212499,info@advancedelectricllc.com,http://advancedelectricllc.com,"[""Residential, industrial, and commercial electrical services, full-service electrical layout, design, wiring and installation/upgrades, emergency power solutions (generators) and other electrical needs.""]",WI,
75,Allstate Roofing & More LLC,"Customer’s solution company for exterior projects. They provide modern roofs with environmental and energy efficiency considerations. Services include Residential, Commercial, Roofs, Solar, Gutters, and Gutter Protection","565 Blossom Rd., Ste G2, Rochester, NY 14610",Ste G2,NY,14610,15854007663,,http://400roof.com/,"[""Customer’s solution company for exterior projects. They provide modern roofs with environmental and energy efficiency considerations. Services include Residential, Commercial, Roofs, Solar, Gutters, and Gutter Protection""]",Rochester,
76,Entech Engineering Incorporated,"Renewable Energy, Energy Utilization",PO Box 871,,RI,871,14014668978,,https://www.entechengineering.com,"[""Renewable Energy, Energy Utilization""]",,
77,Harness the Sun,"Solar + Battery Power, Commercial Installations, Ground Installations, Residential Installations","Connecticut
United States",,CA,,18609242786,info@harnessdelsol.com,http://www.harnessdelsol.com,"[""Solar + Battery Power, Commercial Installations, Ground Installations, Residential Installations""]",,
78,"45 North Solar, Inc.","Excellence, expedience and experience in solar energy solutions.","1645 Hague Ave, St Paul, Minnesota, 55104",St Paul,,55104,16514947320,,http://www.45northsolar.com,"[""Excellence, expedience and experience in solar energy solutions.""]",Minnesota,
79,Absolute Solar,"Turnkey solar, battery, and EV charging solutions for homes and businesses. Services include solar energy services, EV charger installation, and residential electrical services.","4063 Grand Oak Dr. A-107, Lansing, MI, 48911",Lansing,MI,48911,15175805840,info@absolutesolar.com,http://absolutesolar.com,"[""Turnkey solar, battery, and EV charging solutions for homes and businesses. Services include solar energy services, EV charger installation, and residential electrical services.""]",MI,
80,Green Home Improvements,Home improvement services,"2240 W Woolbright Rd, Ste 315, Boynton Beach, FL, 33426",Boynton Beach,FL,33426,15618150010,,http://www.greenhomeimprovements.com,"[""Home improvement services""]",FL,
81,Aeterna Energy,"Solar and battery storage solutions for commercial buildings and large residential units, aiming to lower utility bills through solar with battery storage.","2645 Nutmeg Circle, Simi Valley, CA, 93065",Simi Valley,CA,93065,18058233232,,http://www.fridaymarketing.com/,"[""Solar and battery storage solutions for commercial buildings and large residential units, aiming to lower utility bills through solar with battery storage.""]",CA,
82,1stChoiceSoCalcontractors,"Home improvement and renovation projects, Roofing, Exterior Paint, Solar, Pavers, Turf, Solar battery back up, Roof Coating",Southern California,,CA,,17605258512,1stChoiceSoCalContractors@gmail.com,http://1stchoicesocalcontractors.com/,"[""Home improvement and renovation projects, Roofing, Exterior Paint, Solar, Pavers, Turf, Solar battery back up, Roof Coating""]",,
83,A&J Electric INC,Electrical company with a full service contractor.,"616 South Avant Lane, Memphis, TN, 38105",Memphis,"TN, AR",38105,19012958868,ajelectric@aj-electricllc.com,http://aj-electricllc.com,"[""Electrical company with a full service contractor.""]",TN,
84,Harvest Solar,"Solar installations, Solar maintenance, Solar panel removals, Energy analysis services, Solar panel reinstallations","2050 Forest Ln, # 370, Garland, TX, 75042",Garland,MI,75042,12149661782,,http://www.harvestsolarinc.com,"[""Solar installations, Solar maintenance, Solar panel removals, Energy analysis services, Solar panel reinstallations""]",TX,
85,512 Solar,"Solar panel design and installation contractor, serving businesses and homeowners. Residential and commercial solar design and installation, Solar Panels, Solar Maintenance, Solar Service, EV Chargers, Roof Inspection, Roof Installation and Repair, EV Charging Station Installation","1250 South Capital of Texas Highway, Bldg 3, Suite 400, Austin, TX, 78746",Austin,TX,78746,15123292117,info@512solar.com,http://www.512solar.com,"[""Solar panel design and installation contractor, serving businesses and homeowners. Residential and commercial solar design and installation, Solar Panels, Solar Maintenance, Solar Service, EV Chargers, Roof Inspection, Roof Installation and Repair, EV Charging Station Installation""]",TX,
86,Allied Roofing and Construction,"Residential and commercial roofing, storm repair to regular maintenance, siding to roofing, roof repairs, new roof installations, flat roofs, flat roof repair, EPDM roofs, and roof coatings","116 South Main Street, Suite 12, Lodi, NJ, 07644",Lodi,NJ,7644,19738512768,help@alliednj.com,http://alliedconstructionusa.com/,"[""Residential and commercial roofing, storm repair to regular maintenance, siding to roofing, roof repairs, new roof installations, flat roofs, flat roof repair, EPDM roofs, and roof coatings""]",NJ,
87,"Dana Logsdon Roofing & Solar, Inc.",Residential and Commercial Roofing Contractor and Solar Installation,"1483 N. Cuyamaca St, El Cajon, CA, 92020",El Cajon,CA,92020,16193908177,dana@roofon.com,http://www.roofon.com,"[""Residential and Commercial Roofing Contractor and Solar Installation""]",CA,
88,H&K Energy Solutions LLC,"Diesel, Solar, Wind, Hydro, Inverters, Batteries, Power systems installation and repair, Remote and Renewable power solutions.","2521 Mountain Village Dr B, Wasilla, AK, 99654",Wasilla,AK,99654,19072780110,info@handkenergy.com,http://www.handkenergy.com,"[""Diesel, Solar, Wind, Hydro, Inverters, Batteries, Power systems installation and repair, Remote and Renewable power solutions.""]",AK,
89,"FHK Construction, LLC","General Construction, Electrical Contracting, Commercial/Industrial Maintenance, HVAC, Plumbing, Fire & Security Systems & Alarms, Energy Auditing, Sign Design, Installation, & Repair, Engineering, Project Management, Scheduling, Quality Assurance & Control Services, Commissioning, Village Hire Project Supervision, Healthcare Facilities, Certified Pool Operators, 24 Hour Call Out Services","329 Driveway St, Fairbanks, Alaska, 99701",Fairbanks,AK,99701,19074792558,office@fhkconstruction.com,http://www.fhkconstruction.com/,"[""General Construction, Electrical Contracting, Commercial/Industrial Maintenance, HVAC, Plumbing, Fire & Security Systems & Alarms, Energy Auditing, Sign Design, Installation, & Repair, Engineering, Project Management, Scheduling, Quality Assurance & Control Services, Commissioning, Village Hire Project Supervision, Healthcare Facilities, Certified Pool Operators, 24 Hour Call Out Services""]",Alaska,
90,"E&W Electrical, LLC","Generator sales, installations, and service of automatic stand-by generators","515 Meadowland Drive, Suite 100, Hillsborough, NC, 27278",Hillsborough,NC,27278,19192450200,info@ncgenerators.com,https://www.ncgenerators.com,"[""Generator sales, installations, and service of automatic stand-by generators""]",NC,
91,DC Illuminations,"electrical contracting company, commercial, residential, and parking lot lighting services","2671, Orchard Lake Road, Sylvan Lake, Michigan, 48230",Sylvan Lake,MI,48230,12486816458,,,"[""electrical contracting company, commercial, residential, and parking lot lighting services""]",Michigan,
92,All Star Roofing,"Roofing, Solar Installation, Siding Installation, Gutters","6650 Rivers Avenue N. North, Charleston, SC 29406",6650 Rivers Avenue N. North,TX,29406,18333607663,info@allstarroofers.com,http://www.allstarroofingandsolar.com,"[""Roofing, Solar Installation, Siding Installation, Gutters""]",Charleston,
93,Action Energy,"Solar power, Energy Storage, Electric Vehicle Charging, Tesla Solar Roof, Roofing & Solar",,,CA,,,admin@actionenergysb.com,http://www.actionenergysb.com,"[""Solar power, Energy Storage, Electric Vehicle Charging, Tesla Solar Roof, Roofing & Solar""]",,
94,Hoss Electric CO.,"Quality Electrical Services, Electrical Diagnostics, Energy Management, Power Monitoring, Logging and Chart Recording, Generator Offset Peak Demand Timing, Power Systems Demand, Grid Optimization and Scheduling, LED Lighting and Solar & Wind Power","Denver, Colorado",Denver,CO,,13039406000,,http://www.hosselectricco.com/,"[""Quality Electrical Services, Electrical Diagnostics, Energy Management, Power Monitoring, Logging and Chart Recording, Generator Offset Peak Demand Timing, Power Systems Demand, Grid Optimization and Scheduling, LED Lighting and Solar & Wind Power""]",Colorado,
95,1 Star Energy,Turn Key Integrator and Solar Consulting firm,"PO Box 40, Colleyville, TX, 76034",Colleyville,"CA, NM, NJ, NY, PR",76034,12398965725,dave@1starenergy.com,http://www.1starenergy.com,"[""Turn Key Integrator and Solar Consulting firm""]",TX,
96,Jamar Power Systems,"Solar and Electrical services for homes, businesses, and home builders. Services include: Solar Power Systems, Electrical Services, Lighting and Automation Systems, Electric Vehicle Chargers, Solar Panel Installation, Solar Panel Repairs, Solar Inverter Repairs, Realtime Solar Monitoring & Alert Service.","9830 Prospect Ave., Suite D, Santee, CA, 92071",Santee,CA,92071,16194487770,,http://www.jamarpower.com,"[""Solar and Electrical services for homes, businesses, and home builders. Services include: Solar Power Systems, Electrical Services, Lighting and Automation Systems, Electric Vehicle Chargers, Solar Panel Installation, Solar Panel Repairs, Solar Inverter Repairs, Realtime Solar Monitoring & Alert Service.""]",CA,
97,Horizon Green Energy,Not available,"13051 Abercorn St., Ste B3 #440, Savannah, Georgia, 31419",Savannah,GA,31419,18669319007,,http://www.horizongreenenergy.com,"[""Not available""]",Georgia,
98,Jersey Solar Power Systems,"Solar energy solutions provider, supply top-quality solar equipment, professional installation of new solar equipment and maintenance of existing ones","35 Journal Square Plaza, Jersey City, NJ 07306",35 Journal Square Plaza,NJ,7306,12018851023,info@jerseysolarpowersystems.com,http://www.jerseysolarpowersystems.com,"[""Solar energy solutions provider, supply top-quality solar equipment, professional installation of new solar equipment and maintenance of existing ones""]",JerseyCity,
99,Galaxy Solar,Solar Energy Solutions,"5324 E. Fairbrook St., Mesa, AZ, 85205",Mesa,AZ,85205,14804159762,,http://www.galaxysolarco.com,"[""Solar Energy Solutions""]",AZ,
100,ALL-PRO ELECTRIC,"Electrical construction and renovation services for Commercial, Retail, Medical, Industrial, and Educational industries. Services include: Electrical Construction, Security Systems, Fire Alarm, Networking, Renewable Energy, Service Department, Utility, EV Charging, Emergency Restoration.","640, Boxford Road, Bradford, MA, 01835",Bradford,MA,1835,19784690100,info@allproelectric.com,http://www.allproelectric.com,"[""Electrical construction and renovation services for Commercial, Retail, Medical, Industrial, and Educational industries. Services include: Electrical Construction, Security Systems, Fire Alarm, Networking, Renewable Energy, Service Department, Utility, EV Charging, Emergency Restoration.""]",MA,
